,latitude,longitude,ndvi,gndvi,savi,evi,County,Year,Area_planted_Acr_f,yield_Bu_Acr_f,yield_total_Bu
0,40.7457405,-84.93613535,0.8645460500091869,8.262664933255303,1.2967727281389447,18.822446158575534,ADAMS,2014,64000.0,183.3,11731200.0
1,41.09186315,-85.07223512,0.8495033529115847,8.167987837561208,1.2743354374162272,22.83972227240048,ALLEN,2014,82000.0,185.8,15235600.000000002
2,39.2064832,-85.89366314,0.6083693632792397,3.347106208333413,0.912521053336254,12.452922896336252,BARTHOLOMEW,2014,60000.0,200.3,12018000.0
3,40.60826045,-87.31548474,0.8987636402410962,9.68802695785223,1.3489775782505316,6.348873122571864,BENTON,2014,130000.0,202.4,26312000.0
4,40.47466767,-85.32624117,0.6776659506368233,4.744491117881753,1.0166899946927364,14.95722240783346,BLACKFORD,2014,32500.0,157.1,5105750.0
5,40.05089919,-86.46901894,0.8980804741039381,10.791141570288993,1.347137986359112,18.857976384087205,BOONE,2014,99000.0,200.6,19859400.0
6,40.58498779,-86.56514651,0.9032088356166472,11.085409247152484,1.3548596547293812,19.553155652124367,CARROLL,2014,95000.0,205.3,19503500.0
7,40.7842263,-86.36139836,0.8988764437949581,10.64106714464964,1.348312134646654,14.795368770315497,CASS,2014,102000.0,195.9,19981800.0
8,38.47622474,-85.71112699,0.8441176355290452,7.950433583258039,1.2663122298917695,11.479714277390707,CLARK,2014,17500.0,173.3,3032750.0
9,39.39395874,-87.11584227,0.8916040679356407,9.847311696452785,1.339831299520545,16.72962250488115,CLAY,2014,61000.0,200.3,12218300.0
10,40.30595164,-86.47757176,0.9035326928941816,11.31595334998474,1.3554194704549678,12.610974228453433,CLINTON,2014,114000.0,214.1,24407400.0
11,38.69616271,-87.0769936,0.882821457330178,9.01930679461322,1.329148886850604,12.53715811762531,DAVIESS,2014,91000.0,210.2,19128200.0
12,41.39977654,-85.00631853,0.8473896771732022,7.534070302047199,1.2719109944150635,20.924666806550057,DE KALB,2014,49000.0,164.7,8070299.999999999
13,39.15578657,-84.96537794,0.8232261801774223,7.597932291327288,1.2354725777471052,43.69323047995629,DEARBORN,2014,8500.0,165.9,1410150.0
14,39.3059874,-85.49983589,0.7972386129035671,6.8711477212263325,1.1962794057952455,25.87333424635016,DECATUR,2014,82000.0,205.8,16875600.0
15,40.22717298,-85.39886044,0.6999951304574108,4.656230755715674,1.0504606071377491,10.462442983816372,DELAWARE,2014,74000.0,174.0,12876000.0
16,38.37335926,-86.88093118,0.8681532793590109,8.88708263361612,1.3026519219959034,16.736591676811443,DUBOIS,2014,58000.0,190.4,11043200.0
17,41.6007007,-85.8639916,0.881937377530344,9.15871035098818,1.3232064804043897,20.868870705675292,ELKHART,2014,58000.0,182.0,10556000.0
18,39.62874817,-85.16643336,0.834592452780382,7.944002739657861,1.2527384819322815,22.324085920934035,FAYETTE,2014,37000.0,187.4,6933800.0
19,38.32094528,-85.90561545,0.5756127664687583,3.501548757685809,0.8633130169254317,8.264104241771413,FLOYD,2014,2900.0,152.1,441090.0
20,40.12124878,-87.25399855,0.8968386552904828,9.9234935993956,1.3466810759919747,13.258792457069235,FOUNTAIN,2014,93000.0,204.8,19046400.0
21,39.40976964,-85.06696887,0.814370883298783,7.3528972357764175,1.2220726393973538,32.21225635737085,FRANKLIN,2014,40000.0,194.1,7764000.0
22,41.05039149,-86.26501127,0.8927099508923365,9.799961725342552,1.3391409085749704,19.80201181216247,FULTON,2014,98000.0,177.9,17434200.0
23,38.31741992,-87.58057102,0.8769670845547144,8.993064813960862,1.3225323916381702,10.120602091893875,GIBSON,2014,101000.0,195.3,19725300.0
24,40.52342395,-85.65679906,0.6523895414302642,4.081010183932304,0.9789778570972236,8.637703385972662,GRANT,2014,79000.0,185.0,14615000.0
25,39.04860273,-86.96527803,0.8765940590242248,8.649989346663938,1.3158174851696376,23.09723561659227,GREENE,2014,49000.0,186.0,9114000.0
26,40.07974005,-86.05075599,0.8042596982799268,7.191126455470874,1.2063277935290289,4.873158462055589,HAMILTON,2014,53000.0,197.3,10456900.0
27,39.82261169,-85.77290861,0.581474070442333,2.7988702447435574,0.8721288796954338,18.352437647941624,HANCOCK,2014,67000.0,188.6,12636200.0
28,38.18653639,-86.1154645,0.6567786923749874,4.292336609427733,0.9853156507187638,6.975055264639015,HARRISON,2014,25500.0,178.0,4539000.0
29,39.76722022,-86.50832298,0.900064697334801,10.919230386858054,1.3503243760694985,22.33601285436153,HENDRICKS,2014,74000.0,198.5,14689000.0
30,39.92958363,-85.39734271,0.7230670628996329,5.663296782961281,1.0849048051345538,11.947126697764364,HENRY,2014,80000.0,192.9,15432000.0
31,40.48354449,-86.11412297,0.8580039039018711,9.132499362841935,1.287201537775212,13.388633572797248,HOWARD,2014,66000.0,200.6,13239600.0
32,40.82651982,-85.48759304,0.7577661122487204,6.145703117817497,1.1365783439541333,15.819735589367582,HUNTINGTON,2014,71000.0,185.4,13163400.0
33,38.9119645,-86.04252112,0.6599127109976147,3.7856681026483967,0.989831462915107,6.632983211223153,JACKSON,2014,59000.0,171.5,10118500.0
34,41.03296976,-87.11884667,0.8821563647789162,8.400558546051831,1.323961754043465,9.210495801181844,JASPER,2014,175000.0,174.2,30484999.999999996
35,40.44118947,-85.00919869,0.8568457380402307,7.783338371866964,1.2855057616076768,13.5496301033677,JAY,2014,78000.0,169.1,13189800.0
36,38.79849447,-85.434437,0.8629802482173806,7.990814759434721,1.2948090939484027,9.33309643571891,JEFFERSON,2014,19500.0,188.0,3666000.0
37,38.99624134,-85.62811551,0.688926671974427,5.046152818117553,1.0337357127118858,18.07675043525841,JENNINGS,2014,38500.0,186.6,7184100.0
38,39.49605983,-86.10317437,0.6550655884892154,3.8118357259594458,0.9826930485745043,13.952302223268186,JOHNSON,2014,52000.0,186.9,9718800.0
39,38.70202833,-87.39823239,0.8779720394233561,8.865065636127609,1.3185741604192038,10.42373524085334,KNOX,2014,121000.0,194.2,23498200.0
40,41.24430064,-85.86158057,0.8766045357830125,9.208888105395696,1.3151490354065862,26.88002573923956,KOSCIUSKO,2014,110000.0,173.5,19085000.0
41,41.56424905,-86.72637332,0.8618034845985043,8.015747756749887,1.292608941812232,12.595447722503318,LA PORTE,2014,130000.0,167.9,21827000.0
42,41.64247623,-85.42630687,0.8291749245273863,6.841320043339102,1.2440501152212462,12.025793036875283,LAGRANGE,2014,47000.0,151.2,7106399.999999999
43,41.43953002,-87.37415437,0.8651650878232355,7.708131499894265,1.3016122508053067,25.21936048279959,LAKE,2014,59000.0,167.4,9876600.0
44,38.83982217,-86.48782494,0.777941477363739,5.975000082570743,1.167112452839253,7.219097890585789,LAWRENCE,2014,21000.0,190.4,3998400.0
45,40.16621065,-85.72245933,0.7340725776079148,5.446502645043502,1.101341726711149,5.295616206768978,MADISON,2014,94000.0,196.4,18461600.0
46,39.78305676,-86.14569837,0.6249081642753164,3.4520847793787564,0.9373859392933008,12.514963167829434,MARION,2014,8000.0,178.5,1428000.0
47,41.32501103,-86.26904159,0.894580453646854,9.766205946122176,1.342932776745978,17.689669819726287,MARSHALL,2014,89000.0,183.3,16313700.000000002
48,38.70532933,-86.80185203,0.8871640570223552,9.540313847673223,1.3320158106897315,24.17240990793819,MARTIN,2014,17000.0,188.5,3204500.0
49,40.79669505,-86.05388934,0.8570138895015783,8.772718081173064,1.2855447650007874,10.802460162644,MIAMI,2014,70000.0,176.5,12355000.0
50,39.1684134,-86.52720427,0.8175057348901333,8.953483470649195,1.2263984153262375,16.533808524246833,MONROE,2014,6400.0,180.6,1155840.0
51,40.04030377,-86.89271986,0.9007883735281071,10.622673561168847,1.3521173324038744,13.643612239232024,MONTGOMERY,2014,120000.0,205.3,24636000.0
52,39.48265329,-86.44746249,0.8496471729278554,9.308124206058682,1.2755446172821214,15.475259660604332,MORGAN,2014,44000.0,197.0,8668000.0
53,40.96240621,-87.4021772,0.8866639906006446,8.703561644595473,1.3310062390530035,14.384878735413924,NEWTON,2014,118000.0,185.1,21841800.0
54,41.40080199,-85.41785475,0.8647128211597283,8.056710958339098,1.298415563913812,18.21025158534424,NOBLE,2014,67000.0,168.8,11309600.0
55,38.94870376,-84.96494606,0.8386384078211483,7.774554563948971,1.2586029385116422,16.584247711163258,OHIO,2014,3000.0,182.8,548400.0
56,38.54738851,-86.48926212,0.8115026980358027,7.033998602008058,1.2173834325189457,3.3614712705601115,ORANGE,2014,26000.0,196.9,5119400.0
57,38.08144332,-86.62654483,0.5972059942892207,3.479483472017736,0.8958919538415971,11.491800484938862,PERRY,2014,12500.0,172.5,2156250.0
58,38.38931418,-87.21648097,0.8709644723309447,8.534630347115273,1.311828242160611,12.751236954641607,PIKE,2014,34000.0,170.7,5803800.0
59,41.458091,-87.07995577,0.8725250351304357,8.337410593857294,1.3087720741138444,14.611086648029463,PORTER,2014,63000.0,177.1,11157300.0
60,38.04109785,-87.84687607,0.8796862379905649,9.05137429957528,1.3214994543526963,11.53710342966432,POSEY,2014,90000.0,197.3,17757000.0
61,41.04530081,-86.70061336,0.8889660910493878,9.141831425696544,1.3335521781429684,15.591707386077804,PULASKI,2014,112000.0,155.7,17438400.0
62,39.67777133,-86.85132739,0.9047925108601318,11.083327096928176,1.3591601269172875,14.21634631278966,PUTNAM,2014,71000.0,198.6,14100600.0
63,40.16442179,-85.00500882,0.8391647390179616,7.253920926196352,1.2588764636847825,11.853578280002647,RANDOLPH,2014,100000.0,179.6,17960000.0
64,39.10023758,-85.26054571,0.8302494078119329,7.567683326747025,1.2455106511056315,19.32285846795302,RIPLEY,2014,48000.0,178.3,8558400.0
65,39.62231987,-85.46653141,0.7946863560590723,6.87391960428018,1.1924975333642862,13.487426958971358,RUSH,2014,110000.0,197.3,21703000.0
66,38.67943827,-85.75190302,0.6807330953096575,5.743454007845808,1.021073777027247,9.893663775093628,SCOTT,2014,13000.0,190.7,2479100.0
67,39.52414203,-85.7921792,0.7174378905649544,4.506014534368807,1.0761638359862946,9.646084141972608,SHELBY,2014,100000.0,187.9,18790000.0
68,38.04565477,-86.96362515,0.8536171146246582,8.383476496518682,1.2860681905759648,31.3925806204486,SPENCER,2014,60000.0,174.0,10440000.0
69,41.277633,-86.63899348,0.8645619664601208,7.998668244826752,1.2971192305183763,11.563264098551551,STARKE,2014,58000.0,156.3,9065400.0
70,41.64344516,-85.00247164,0.8200674371128487,6.859293170102357,1.2317070375486197,9.993459083115823,STEUBEN,2014,44000.0,160.5,7062000.0
71,39.08923247,-87.41584833,0.8893382993311725,9.490910974308507,1.3361393147840497,7.270449601208349,SULLIVAN,2014,66000.0,196.0,12936000.0
72,38.83711456,-85.02382442,0.8193167422078138,7.233419541701498,1.2289420432056213,17.633083805692273,SWITZERLAND,2014,7000.0,164.1,1148700.0
73,40.38926733,-86.89394799,0.8982273492648153,10.411632484746416,1.3482825225207755,13.199082687606433,TIPPECANOE,2014,104000.0,206.6,21486400.0
74,40.31023706,-86.05621174,0.8396280161758445,8.146671439251916,1.2595521109260672,10.218880160099625,TIPTON,2014,68000.0,214.9,14613200.0
75,39.62311849,-84.92515705,0.8615918676919302,8.716118135783754,1.2943561590310189,23.025336355356867,UNION,2014,33500.0,200.0,6700000.0
76,38.06074538,-87.57952289,0.8708307183805312,8.600556699827655,1.309328697052634,10.630001643249974,VANDERBURGH,2014,30000.0,188.0,5640000.0
77,39.86414105,-87.4510833,0.8979586623659501,9.78116510470601,1.3500931728075425,10.129943188234147,VERMILLION,2014,51000.0,213.6,10893600.0
78,40.84372437,-85.79517961,0.7379628704904053,5.358624430874375,1.1070178157892838,12.004206299605986,WABASH,2014,85000.0,181.0,15385000.0
79,40.35664694,-87.35973018,0.8952372391399508,9.847249268075268,1.3449641353134896,9.720170509686769,WARREN,2014,91000.0,209.5,19064500.0
80,38.08977045,-87.2983071,0.8717710679797566,8.654034725645733,1.316604250326059,17.29237448563496,WARRICK,2014,38000.0,175.4,6665200.0
81,38.60061984,-86.10475641,0.6955453439931127,4.953169817613036,1.0516198929946994,3.848345536472322,WASHINGTON,2014,49000.0,180.0,8820000.0
82,39.86309843,-85.00673999,0.8434241087813309,7.593557057076742,1.2656229687010865,15.691030112072475,WAYNE,2014,65000.0,185.2,12038000.0
83,40.74995362,-85.21242837,0.7726721930298738,6.416721133701237,1.1590550732480795,13.027123452869102,WELLS,2014,81000.0,189.9,15381900.0
84,40.748952,-86.88884895,0.8949389582020555,9.616664840607497,1.3426630437152554,10.291661839684304,WHITE,2014,155000.0,194.2,30101000.0
85,41.13643394,-85.50189685,0.7459976726989106,5.596551039042237,1.1189006692809202,17.838897428066296,WHITLEY,2014,60000.0,183.1,10986000.0
86,40.7457405,-84.93613535,0.7778584283588122,5.232603105474404,1.1666780546931603,15.985957017669804,ADAMS,2015,61000.0,103.5,6313500.0
87,41.09186315,-85.07223512,0.8109407927442029,6.356497149949248,1.2163929052178084,31.696299707555927,ALLEN,2015,74000.0,120.7,8931800.0
88,39.2064832,-85.89366314,0.7310199365100367,4.977475352704057,1.096432464065865,24.29901344278409,BARTHOLOMEW,2015,60000.0,161.0,9660000.0
89,40.60826045,-87.31548474,0.8584705242802081,7.747025964454737,1.2888866692755028,27.1397052151074,BENTON,2015,129000.0,169.3,21839700.0
90,40.47466767,-85.32624117,0.8095002832371633,6.14391569681116,1.2141606513946257,2.422543631211284,BLACKFORD,2015,29000.0,117.5,3407500.0
91,40.05089919,-86.46901894,0.8584277073005827,7.515121472841791,1.2893319575744444,21.268658960863824,BOONE,2015,95000.0,136.5,12967500.0
92,40.58498779,-86.56514651,0.8757184395456998,8.358374655469861,1.3153647935047554,10.476207094182158,CARROLL,2015,96000.0,157.2,15091199.999999998
93,40.7842263,-86.36139836,0.8645136483993151,7.585333327953694,1.3027792964779887,12.79444554629108,CASS,2015,103000.0,129.4,13328200.0
94,38.47622474,-85.71112699,0.8590636557506326,8.087094369521768,1.2885558780359596,35.47875512312451,CLARK,2015,15500.0,162.1,2512550.0
95,39.39395874,-87.11584227,0.8558835207754135,7.896772902136322,1.2838877524986518,26.47546304066509,CLAY,2015,60000.0,165.5,9930000.0
96,40.30595164,-86.47757176,0.8750382330614243,8.191445319373656,1.3137555624087012,12.881980359108317,CLINTON,2015,111000.0,146.6,16272600.0
97,38.69616271,-87.0769936,0.8729722938620288,9.09454477668532,1.3101960614666583,14.901993867356843,DAVIESS,2015,89000.0,174.4,15521600.0
98,39.15578657,-84.96537794,0.8353280680345123,7.002629317812183,1.2529351816061114,35.14563762277883,DEARBORN,2015,8000.0,151.9,1215200.0
99,39.3059874,-85.49983589,0.7793573768351412,6.164662110108013,1.168924952726576,27.20982029137677,DECATUR,2015,80000.0,177.9,14232000.0
100,40.22717298,-85.39886044,0.8230393244771399,6.519733442896539,1.2344773039969483,10.10845711065242,DELAWARE,2015,68000.0,130.1,8846800.0
101,38.37335926,-86.88093118,0.8782344573523708,9.486094945438955,1.3189105606157117,15.688847458264446,DUBOIS,2015,60000.0,165.8,9948000.0
102,41.6007007,-85.8639916,0.8613080142638181,8.243034579736197,1.292298146784688,50.52052141957565,ELKHART,2015,56000.0,154.7,8663200.0
103,39.62874817,-85.16643336,0.8640292740313044,7.902499358868631,1.2960351201914495,22.272377263268396,FAYETTE,2015,33000.0,181.5,5989500.0
104,38.32094528,-85.90561545,0.8711013962427027,8.618037133307038,1.3075978939602402,17.194964557603242,FLOYD,2015,3200.0,158.1,505920.0
105,40.12124878,-87.25399855,0.8567988081977502,7.778146294297917,1.291162987809226,22.988644975338648,FOUNTAIN,2015,94000.0,169.4,15923600.0
106,39.40976964,-85.06696887,0.8311019064093236,7.046520233322679,1.2465341766520353,21.04386716598036,FRANKLIN,2015,38000.0,182.4,6931200.0
107,41.05039149,-86.26501127,0.8720077171211196,7.841159868364762,1.3122159908748408,17.659977343040723,FULTON,2015,98000.0,142.1,13925800.0
108,38.31741992,-87.58057102,0.8528636776637653,8.889642796941246,1.279695344047858,17.08107438673966,GIBSON,2015,104000.0,177.1,18418400.0
109,40.52342395,-85.65679906,0.8164098213542318,6.734825749424699,1.2245080393427568,2.3954922433081016,GRANT,2015,67000.0,135.1,9051700.0
110,40.07974005,-86.05075599,0.8255079284311911,6.961119015007307,1.2384332399833955,6.60388955363206,HAMILTON,2015,54000.0,145.4,7851600.0
111,39.82261169,-85.77290861,0.8197515259532967,6.453165176121364,1.2297367364813685,4.399174665584567,HANCOCK,2015,65000.0,149.9,9743500.0
112,38.18653639,-86.1154645,0.8816936015533294,9.205679979176985,1.3230981995791329,14.33462929271676,HARRISON,2015,25000.0,173.1,4327500.0
113,39.76722022,-86.50832298,0.8626133168204428,7.860913786785385,1.295246395179581,30.85392643264261,HENDRICKS,2015,69000.0,149.7,10329300.0
114,39.92958363,-85.39734271,0.835997251252461,7.039155208977236,1.2540531889769508,11.378884954674376,HENRY,2015,72000.0,158.0,11376000.0
115,40.48354449,-86.11412297,0.8553035515361196,7.729291584674629,1.2833107623601412,9.211472805482924,HOWARD,2015,61000.0,160.4,9784400.0
116,40.82651982,-85.48759304,0.7428564203823858,5.224501043183465,1.1142234894929337,4.400712202724861,HUNTINGTON,2015,68000.0,123.1,8370800.0
117,38.9119645,-86.04252112,0.809858947052944,6.59601821559754,1.2146937177963637,9.171340686439732,JACKSON,2015,63000.0,151.6,9550800.0
118,41.03296976,-87.11884667,0.8045011048572014,5.267959421400084,1.2084671409058907,10.94129682066575,JASPER,2015,158000.0,98.3,15531400.0
119,40.44118947,-85.00919869,0.8109073207275168,5.842467450611791,1.2162384222530116,11.33793855947402,JAY,2015,72000.0,108.3,7797600.0
120,38.79849447,-85.434437,0.8442657801418874,7.169416284466639,1.2663181002352333,32.55005706028931,JEFFERSON,2015,17000.0,151.8,2580600.0
121,38.99624134,-85.62811551,0.8104974663300731,6.42327278646661,1.2156229476503324,22.899235797511967,JENNINGS,2015,38500.0,160.3,6171550.0
122,39.49605983,-86.10317437,0.650699333070657,3.697830880841064,0.975981446218234,31.17694953947716,JOHNSON,2015,50000.0,152.0,7600000.0
123,38.70202833,-87.39823239,0.8535007808273269,8.668462783130309,1.2813653429920384,9.775013370036143,KNOX,2015,114000.0,164.5,18753000.0
124,41.24430064,-85.86158057,0.8393534308232261,7.656147512167385,1.259124883677181,34.78477439846048,KOSCIUSKO,2015,108000.0,170.9,18457200.0
125,41.56424905,-86.72637332,0.8658834555069793,8.150047647402918,1.2999701495542746,6.161000457967622,LA PORTE,2015,118000.0,151.3,17853400.0
126,41.64247623,-85.42630687,0.8392299165759237,7.462012133676353,1.258800671278434,32.24985747204897,LAGRANGE,2015,47000.0,150.0,7050000.0
127,41.43953002,-87.37415437,0.8562113150193571,7.121164764267481,1.2858087876764996,4.022475285420477,LAKE,2015,55000.0,142.0,7810000.0
128,38.83982217,-86.48782494,0.8509674256388479,8.22410927404217,1.2764425587129626,10.299468470735402,LAWRENCE,2015,20000.0,178.4,3568000.0
129,40.16621065,-85.72245933,0.8270362117354733,6.804056146755132,1.2404493497599036,8.394102032860305,MADISON,2015,86000.0,136.3,11721800.000000002
130,39.78305676,-86.14569837,0.5603233098325024,3.21181442302972,0.8404914224690773,37.68084465142381,MARION,2015,6000.0,167.8,1006800.0000000001
131,41.32501103,-86.26904159,0.8623492584771507,7.664665748881632,1.2941405871904557,23.67296156803364,MARSHALL,2015,92000.0,143.7,13220399.999999998
132,38.70532933,-86.80185203,0.8845812315898233,9.818981179779652,1.327956786071378,20.936748463293576,MARTIN,2015,16000.0,149.4,2390400.0
133,40.79669505,-86.05388934,0.842164134626708,7.093402526445104,1.2653019902812714,10.198347242254558,MIAMI,2015,68000.0,138.6,9424800.0
134,39.1684134,-86.52720427,0.8694183545844943,8.617157791864848,1.304020234604855,37.09902226556623,MONROE,2015,5900.0,158.8,936920.0000000001
135,40.04030377,-86.89271986,0.8616335683283328,7.776330123593333,1.293645933210489,23.06719469210229,MONTGOMERY,2015,116000.0,176.5,20474000.0
136,39.48265329,-86.44746249,0.8045486998087978,7.415286568439677,1.207816929497451,48.9988974917827,MORGAN,2015,42000.0,155.4,6526800.0
137,40.96240621,-87.4021772,0.8104990361063268,5.544686062427972,1.2166253165461094,21.69702597282065,NEWTON,2015,115000.0,110.9,12753500.0
138,41.40080199,-85.41785475,0.8481016011318985,7.983428163050901,1.2720824289135029,36.13439149626676,NOBLE,2015,65000.0,163.1,10601500.0
139,38.94870376,-84.96494606,0.8353686465711158,7.00955015392802,1.2529700178283567,17.921464854172996,OHIO,2015,2600.0,162.5,422500.0
140,38.54738851,-86.48926212,0.876613734290663,8.803056858847421,1.3151067373666945,5.690969459516916,ORANGE,2015,24000.0,190.5,4572000.0
141,39.33540745,-86.82610528,0.8668072268344493,8.556728344929326,1.3004353558451094,57.64189819657791,OWEN,2015,20000.0,164.1,3282000.0
142,39.77425711,-87.19695563,0.8559428326309525,8.34427411789695,1.284362098280046,22.25818277061101,PARKE,2015,64000.0,160.8,10291200.0
143,41.458091,-87.07995577,0.8686086223321617,7.989363480058451,1.3034314777913996,3.1024170568699017,PORTER,2015,60000.0,151.5,9090000.0
144,38.04109785,-87.84687607,0.8670897054437349,9.433787569913564,1.3014573509028309,9.825723091505116,POSEY,2015,87000.0,190.3,16556100.000000002
145,41.04530081,-86.70061336,0.8204054452001394,5.775577937318749,1.233245143170841,13.067772255760213,PULASKI,2015,105000.0,109.7,11518500.0
146,39.67777133,-86.85132739,0.8691940644999393,8.172853769832022,1.3050601365426828,50.35103467196362,PUTNAM,2015,70000.0,149.6,10472000.0
147,40.16442179,-85.00500882,0.8536614676034158,7.432044296666422,1.2806347775000355,14.44986915199114,RANDOLPH,2015,98000.0,144.8,14190400.000000002
148,39.10023758,-85.26054571,0.8484737483561541,7.351753576189782,1.2725896953777576,35.53864607793452,RIPLEY,2015,47000.0,158.7,7458899.999999999
149,39.62231987,-85.46653141,0.7381720103715176,5.957301422454942,1.107195432710259,25.949057092374957,RUSH,2015,107000.0,169.7,18157900.0
150,38.67943827,-85.75190302,0.822264125165891,6.74032734813502,1.233311288675648,20.956670295638983,SCOTT,2015,12500.0,167.8,2097500.0
151,39.52414203,-85.7921792,0.7585586435948825,5.3865137613383975,1.1377311584090164,17.714384865148055,SHELBY,2015,87000.0,157.2,13676399.999999998
152,38.04565477,-86.96362515,0.8845253949490497,10.086363852469908,1.3273614843345765,30.62847486400113,SPENCER,2015,54000.0,163.7,8839800.0
153,41.277633,-86.63899348,0.8276393772263787,6.031565929252026,1.242239383452558,5.4194649030961575,STARKE,2015,56000.0,97.6,5465600.0
154,39.08923247,-87.41584833,0.862389422853043,8.463693379089145,1.293804679796556,12.980043912716624,SULLIVAN,2015,68000.0,163.0,11084000.0
155,38.83711456,-85.02382442,0.8457365673579135,7.429181565962108,1.2684753477339474,28.699134904173672,SWITZERLAND,2015,5900.0,158.2,933379.9999999999
156,40.38926733,-86.89394799,0.86019008714676,8.005063192534452,1.2925012743716144,24.378572003526696,TIPPECANOE,2015,96000.0,147.9,14198400.0
157,40.31023706,-86.05621174,0.8652638521467755,8.021220353063306,1.3003125897146306,7.691877937808917,TIPTON,2015,70000.0,173.4,12138000.0
158,39.62311849,-84.92515705,0.8752688206783631,8.68462120311929,1.3128384316092998,23.842777301269468,UNION,2015,32000.0,174.0,5568000.0
159,38.06074538,-87.57952289,0.8703265792582923,9.431437659993485,1.305856483011319,15.109755675696467,VANDERBURGH,2015,27000.0,166.4,4492800.0
